Address:,USB0::0x0957::0x179B::MY54313425::0::INSTR,,Analog Channels,,,
,,,0.065625,-0.361989923083456,-0.00462311523733661,
,,,0.0659375,-0.354592938703718,-0.00647236133227125,
,,,0.06625,-0.347195954323979,-0.00601004980853759,
,,,0.0665625,-0.338874346896773,-0.00693467285600491,
,,,0.066875,-0.330090427945834,-0.00693467285600491,
,,,0.0671875,-0.32084419747116,-0.00647236133227125,
,,,0.0675,-0.311135655472754,-0.00647236133227125,
,,,0.0678125,-0.30188942499808,-0.00693467285600491,
,,,0.068125,-0.290793948428473,-0.00739698437973857,
,,,0.0684375,-0.281547717953799,-0.00832160742720589,
,,,0.06875,-0.271376864431659,-0.00832160742720589,
,,,0.0690625,-0.261206010909518,-0.00832160742720589,
,,,0.069375,-0.251497468911111,-0.00832160742720589,
,,,0.0696875,-0.241788926912704,-0.00878391895093955,
,,,0.07,-0.232080384914298,-0.00832160742720589,
,,,0.0703125,-0.222371842915891,-0.00878391895093955,
,,,0.070625,-0.213125612441218,-0.00878391895093955,
,,,0.0709375,-0.204341693490278,-0.00878391895093955,
,,,0.07125,-0.195557774539338,-0.00832160742720589,
,,,0.0715625,-0.187236167112133,-0.00878391895093955,
,,,0.071875,-0.178914559684927,-0.00924623047467321,
,,,0.0721875,-0.170592952257721,-0.0101708535221405,
,,,0.0725,-0.163195967877982,-0.00924623047467321,
,,,0.0728125,-0.156261295021977,-0.0120200996170752,
,,,0.073125,-0.149788933689706,-0.0129447226645425,
,,,0.0734375,-0.143316572357435,-0.0124824111408088,
,,,0.07375,-0.137306522548897,-0.0115577880933415,
,,,0.0740625,-0.13129647274036,-0.0115577880933415,
,,,0.074375,-0.126211045979289,-0.0110954765696079,
,,,0.0746875,-0.120663307694485,-0.0101708535221405,
,,,0.075,-0.115577880933415,-0.00970854199840687,
,,,0.0753125,-0.110954765696079,-0.00878391895093955,
,,,0.075625,-0.106331650458742,-0.00878391895093955,
,,,0.0759375,-0.102170846745139,-0.00785929590347223,
,,,0.07625,-0.098010043031536,-0.00739698437973857,
,,,0.0765625,-0.0943115508416668,-0.00832160742720589,
,,,0.076875,-0.0906130586517975,-0.00739698437973857,
,,,0.0771875,-0.0873768779856618,-0.00601004980853759,
,,,0.0775,-0.0836783857957926,-0.00601004980853759,
,,,0.0778125,-0.0809045166533906,-0.00647236133227125,
,,,0.078125,-0.077668335987255,-0.00693467285600491,
,,,0.0784375,-0.0744321553211194,-0.00508542676107027,
,,,0.07875,-0.0716582861787174,-0.00554773828480393,
,,,0.0790625,-0.0688844170363154,-0.00416080371360295,
,,,0.079375,-0.0665728594176471,-0.00416080371360295,
,,,0.0796875,-0.0642613017989788,-0.00462311523733661,
,,,0.08,-0.0619497441803105,-0.00416080371360295,
,,,0.0803125,-0.0591758750379086,-0.00462311523733661,
,,,0.080625,-0.0577889404667076,-0.00508542676107027,
,,,0.0809375,-0.0554773828480393,-0.00462311523733661,
,,,0.08125,-0.0536281367531046,-0.00323618066613562,
,,,0.0815625,-0.05177889065817,-0.00416080371360295,
,,,0.081875,-0.050391956086969,-0.00416080371360295,
,,,0.0821875,-0.0485427099920344,-0.00416080371360295,
,,,0.0825,-0.0471557754208334,-0.00323618066613562,
,,,0.0828125,-0.0457688408496324,-0.0023115576186683,
,,,0.083125,-0.0443819062784314,-0.00138693457120098,
,,,0.0834375,-0.0434572832309641,-0.00184924609493464,
,,,0.08375,-0.0420703486597631,-0.0023115576186683,
,,,0.0840625,-0.0406834140885621,-0.00184924609493464,
,,,0.084375,-0.0392964795173611,-0.00277386914240196,
,,,0.0846875,-0.0383718564698938,-0.0023115576186683,
,,,0.085,-0.0374472334224265,-0.00277386914240196,
,,,0.0853125,-0.0365226103749592,-0.00369849218986928,
,,,0.085625,-0.0355979873274919,-0.00554773828480393,
,,,0.0859375,-0.0342110527562909,-0.00647236133227125,
,,,0.08625,-0.0332864297088236,-0.00601004980853759,
,,,0.0865625,-0.0323618066613562,-0.00508542676107027,
,,,0.086875,-0.0318994951376226,-0.00554773828480393,
,,,0.0871875,-0.0309748720901553,-0.00601004980853759,
,,,0.0875,-0.0300502490426879,-0.00554773828480393,
,,,0.0878125,-0.0291256259952206,-0.00693467285600491,
,,,0.088125,-0.028663314471487,-0.00785929590347223,
,,,0.0884375,-0.0277386914240196,-0.00785929590347223,
,,,0.08875,-0.027276379900286,-0.00785929590347223,
,,,0.0890625,-0.0263517568528187,-0.00832160742720589,
,,,0.089375,-0.025889445329085,-0.00878391895093955,
,,,0.0896875,-0.0254271338053513,-0.00832160742720589,
,,,0.09,-0.0249648222816177,-0.00785929590347223,
,,,0.0903125,-0.024502510757884,-0.00924623047467321,
,,,0.090625,-0.0235778877104167,-0.00832160742720589,
,,,0.0909375,-0.023115576186683,-0.00878391895093955,
,,,0.09125,-0.0226532646629494,-0.00924623047467321,
,,,0.0915625,-0.0226532646629494,-0.00832160742720589,
,,,0.091875,-0.0221909531392157,-0.00924623047467321,
,,,0.0921875,-0.0212663300917484,-0.00970854199840687,
,,,0.0925,-0.0212663300917484,-0.00924623047467321,
,,,0.0928125,-0.0208040185680147,-0.0124824111408088,
,,,0.093125,-0.0203417070442811,-0.0110954765696079,
,,,0.0934375,-0.0203417070442811,-0.0115577880933415,
,,,0.09375,-0.0198793955205474,-0.0124824111408088,
,,,0.0940625,-0.0194170839968137,-0.0106331650458742,
,,,0.094375,-0.0189547724730801,-0.0106331650458742,
,,,0.0946875,-0.0189547724730801,-0.0110954765696079,
,,,0.095,-0.0184924609493464,-0.0101708535221405,
,,,0.0953125,-0.0180301494256128,-0.0101708535221405,
,,,0.095625,-0.0180301494256128,-0.00878391895093955,
,,,0.0959375,-0.0175678379018791,-0.00785929590347223,
,,,0.09625,-0.0175678379018791,-0.00601004980853759,
,,,0.0965625,-0.0171055263781454,-0.00785929590347223,
,,,0.096875,-0.0166432148544118,-0.00693467285600491,
,,,0.0971875,-0.0161809033306781,-0.00739698437973857,
,,,0.0975,-0.0161809033306781,-0.00647236133227125,
,,,0.0978125,-0.0157185918069445,-0.00693467285600491,
,,,0.098125,-0.0157185918069445,-0.00554773828480393,
,,,0.0984375,-0.0157185918069445,-0.00508542676107027,
,,,0.09875,-0.0152562802832108,-0.00462311523733661,
,,,0.0990625,-0.0152562802832108,-0.00462311523733661,
,,,0.099375,-0.0152562802832108,-0.00416080371360295,
,,,0.0996875,-0.0147939687594771,-0.00554773828480393,
,,,0.1,-0.0147939687594771,-0.00369849218986928,
,,,0.1003125,-0.0143316572357435,-0.00508542676107027,
,,,0.100625,-0.0143316572357435,-0.00462311523733661,
,,,0.1009375,-0.0143316572357435,-0.00462311523733661,
,,,0.10125,-0.0143316572357435,-0.00508542676107027,
,,,0.1015625,-0.0143316572357435,-0.00416080371360295,
,,,0.101875,-0.0143316572357435,-0.00369849218986928,
,,,0.1021875,-0.0134070341882762,-0.00369849218986928,
,,,0.1025,-0.0134070341882762,-0.00462311523733661,
,,,0.1028125,-0.0134070341882762,-0.00277386914240196,
,,,0.103125,-0.0134070341882762,-0.00277386914240196,
,,,0.1034375,-0.0134070341882762,-0.00138693457120098,
,,,0.10375,-0.0134070341882762,-0.00184924609493464,
,,,0.1040625,-0.0134070341882762,-0.00277386914240196,
,,,0.104375,-0.0129447226645425,-0.0023115576186683,
,,,0.1046875,-0.0129447226645425,-0.0023115576186683,
,,,0.105,-0.0129447226645425,-0.00369849218986928,
,,,0.1053125,-0.0124824111408088,-0.00462311523733661,
,,,0.105625,-0.0124824111408088,-0.00554773828480393,
,,,0.1059375,-0.0124824111408088,-0.00601004980853759,
,,,0.10625,-0.0124824111408088,-0.00647236133227125,
,,,0.1065625,-0.0124824111408088,-0.00554773828480393,
,,,0.106875,-0.0120200996170752,-0.00554773828480393,
,,,0.1071875,-0.0120200996170752,-0.00647236133227125,
,,,0.1075,-0.0115577880933415,-0.00554773828480393,
,,,0.1078125,-0.0115577880933415,-0.00693467285600491,
,,,0.108125,-0.0115577880933415,-0.00739698437973857,
,,,0.1084375,-0.0115577880933415,-0.00785929590347223,
,,,0.10875,-0.0115577880933415,-0.00785929590347223,
,,,0.1090625,-0.0115577880933415,-0.00832160742720589,
,,,0.109375,-0.0115577880933415,-0.00785929590347223,
,,,0.1096875,-0.0115577880933415,-0.00785929590347223,
,,,0.11,-0.0115577880933415,-0.00878391895093955,
,,,0.1103125,-0.0115577880933415,-0.00832160742720589,
,,,0.110625,-0.0110954765696079,-0.00970854199840687,
,,,0.1109375,-0.0110954765696079,-0.00878391895093955,
,,,0.11125,-0.0110954765696079,-0.00878391895093955,
,,,0.1115625,-0.0110954765696079,-0.00878391895093955,
,,,0.111875,-0.0106331650458742,-0.00970854199840687,
,,,0.1121875,-0.0110954765696079,-0.00832160742720589,
,,,0.1125,-0.0110954765696079,-0.00924623047467321,
,,,0.1128125,-0.0106331650458742,-0.0110954765696079,
,,,0.113125,-0.0106331650458742,-0.0120200996170752,
,,,0.1134375,-0.0106331650458742,-0.0120200996170752,
,,,0.11375,-0.0106331650458742,-0.0101708535221405,
,,,0.1140625,-0.0106331650458742,-0.00970854199840687,
,,,0.114375,-0.0101708535221405,-0.0101708535221405,
,,,0.1146875,-0.0106331650458742,-0.00924623047467321,
,,,0.115,-0.0101708535221405,-0.00970854199840687,
,,,0.1153125,-0.0106331650458742,-0.00970854199840687,
,,,0.115625,-0.0106331650458742,-0.00739698437973857,
,,,0.1159375,-0.0106331650458742,-0.00693467285600491,
,,,0.11625,-0.0101708535221405,-0.00739698437973857,
,,,0.1165625,-0.0106331650458742,-0.00647236133227125,
,,,0.116875,-0.0101708535221405,-0.00693467285600491,
,,,0.1171875,-0.0101708535221405,-0.00693467285600491,
,,,0.1175,-0.0101708535221405,-0.00647236133227125,
,,,0.1178125,-0.0101708535221405,-0.00601004980853759,
,,,0.118125,-0.0101708535221405,-0.00508542676107027,
,,,0.1184375,-0.0101708535221405,-0.00462311523733661,
,,,0.11875,-0.00970854199840687,-0.00508542676107027,
,,,0.1190625,-0.00970854199840687,-0.00416080371360295,
,,,0.119375,-0.00970854199840687,-0.00462311523733661,
,,,0.1196875,-0.00970854199840687,-0.00462311523733661,
,,,0.12,-0.0101708535221405,-0.00369849218986928,
,,,0.1203125,-0.0101708535221405,-0.00416080371360295,
,,,0.120625,-0.00970854199840687,-0.00462311523733661,
,,,0.1209375,-0.00970854199840687,-0.00369849218986928,
,,,0.12125,-0.00970854199840687,-0.00369849218986928,
,,,0.1215625,-0.0101708535221405,-0.00369849218986928,
,,,0.121875,-0.00970854199840687,-0.00369849218986928,
,,,0.1221875,-0.00970854199840687,-0.00369849218986928,
,,,0.1225,-0.00970854199840687,-0.00369849218986928,
,,,0.1228125,-0.0101708535221405,-0.00138693457120098,
,,,0.123125,-0.00970854199840687,-0.00184924609493464,
,,,0.1234375,-0.00970854199840687,-0.000924623047467321,
,,,0.12375,-0.00970854199840687,-0.00138693457120098,
,,,0.1240625,-0.00970854199840687,-0.00184924609493464,
,,,0.124375,-0.00924623047467321,-0.0023115576186683,
,,,0.1246875,-0.00970854199840687,-0.00184924609493464,
,,,0.125,-0.00970854199840687,-0.00277386914240196,
,,,0.1253125,-0.00970854199840687,-0.00277386914240196,
,,,0.125625,-0.00970854199840687,-0.00462311523733661,
,,,0.1259375,-0.00970854199840687,-0.00462311523733661,
,,,0.12625,-0.00970854199840687,-0.00554773828480393,
,,,0.1265625,-0.00970854199840687,-0.00462311523733661,
,,,0.126875,-0.00970854199840687,-0.00508542676107027,
,,,0.1271875,-0.00924623047467321,-0.00601004980853759,
,,,0.1275,-0.00924623047467321,-0.00601004980853759,
,,,0.1278125,-0.00924623047467321,-0.00508542676107027,
,,,0.128125,-0.00924623047467321,-0.00693467285600491,
,,,0.1284375,-0.00924623047467321,-0.00693467285600491,
,,,0.12875,-0.00924623047467321,-0.00693467285600491,
,,,0.1290625,-0.00924623047467321,-0.00739698437973857,
,,,0.129375,-0.00878391895093955,-0.00739698437973857,
,,,0.1296875,-0.00924623047467321,-0.00739698437973857,
,,,0.13,-0.00970854199840687,-0.00693467285600491,
,,,0.1303125,-0.00970854199840687,-0.00785929590347223,
,,,0.130625,-0.00970854199840687,-0.00785929590347223,
,,,0.1309375,-0.00924623047467321,-0.00785929590347223,
,,,0.13125,-0.00924623047467321,-0.00832160742720589,
,,,0.1315625,-0.00924623047467321,-0.00739698437973857,
,,,0.131875,-0.00924623047467321,-0.00739698437973857,
,,,0.1321875,-0.00924623047467321,-0.00785929590347223,
,,,0.1325,-0.00970854199840687,-0.00785929590347223,
,,,0.1328125,-0.00924623047467321,-0.0101708535221405,
,,,0.133125,-0.00970854199840687,-0.0101708535221405,
,,,0.1334375,-0.00924623047467321,-0.0120200996170752,
,,,0.13375,-0.00924623047467321,-0.00970854199840687,
,,,0.1340625,-0.00924623047467321,-0.0101708535221405,
,,,0.134375,-0.00924623047467321,-0.00924623047467321,
,,,0.1346875,-0.00924623047467321,-0.0101708535221405,
,,,0.135,-0.00924623047467321,-0.00924623047467321,
,,,0.1353125,-0.00924623047467321,-0.00785929590347223,
,,,0.135625,-0.00924623047467321,-0.00739698437973857,
,,,0.1359375,-0.00924623047467321,-0.00554773828480393,
,,,0.13625,-0.00924623047467321,-0.00554773828480393,
,,,0.1365625,-0.00924623047467321,-0.00554773828480393,
,,,0.136875,-0.00924623047467321,-0.00554773828480393,
,,,0.1371875,-0.00924623047467321,-0.00508542676107027,
,,,0.1375,-0.00878391895093955,-0.00508542676107027,
,,,0.1378125,-0.00878391895093955,-0.00554773828480393,
,,,0.138125,-0.00878391895093955,-0.00416080371360295,
,,,0.1384375,-0.00878391895093955,-0.00369849218986928,
,,,0.13875,-0.00924623047467321,-0.00369849218986928,
,,,0.1390625,-0.00878391895093955,-0.00323618066613562,
,,,0.139375,-0.00924623047467321,-0.00184924609493464,
,,,0.1396875,-0.00924623047467321,-0.00277386914240196,
,,,0.14,-0.00924623047467321,-0.00277386914240196,
,,,0.1403125,-0.00924623047467321,-0.00277386914240196,
,,,0.140625,-0.00878391895093955,-0.00277386914240196,
,,,0.1409375,-0.00878391895093955,-0.00277386914240196,
,,,0.14125,-0.00878391895093955,-0.00184924609493464,
,,,0.1415625,-0.00878391895093955,-0.00138693457120098,
,,,0.141875,-0.00878391895093955,-0.000924623047467321,
,,,0.1421875,-0.00878391895093955,-0.000924623047467321,
,,,0.1425,-0.00878391895093955,-0.00184924609493464,
,,,0.1428125,-0.00878391895093955,0.000924623047467321,
,,,0.143125,-0.00878391895093955,0.00184924609493464,
,,,0.1434375,-0.00878391895093955,0,
,,,0.14375,-0.00878391895093955,0,
,,,0.1440625,-0.00878391895093955,0.000462311523733661,
,,,0.144375,-0.00878391895093955,0,
,,,0.1446875,-0.00878391895093955,-0.000462311523733661,
,,,0.145,-0.00878391895093955,-0.00138693457120098,
,,,0.1453125,-0.00878391895093955,-0.00184924609493464,
,,,0.145625,-0.00924623047467321,-0.00184924609493464,
,,,0.1459375,-0.00878391895093955,-0.0023115576186683,
,,,0.14625,-0.00878391895093955,-0.00277386914240196,
,,,0.1465625,-0.00878391895093955,-0.0023115576186683,
,,,0.146875,-0.00878391895093955,-0.00323618066613562,
,,,0.1471875,-0.00878391895093955,-0.00369849218986928,
,,,0.1475,-0.00878391895093955,-0.00323618066613562,
,,,0.1478125,-0.00832160742720589,-0.00323618066613562,
,,,0.148125,-0.00832160742720589,-0.00462311523733661,
,,,0.1484375,-0.00832160742720589,-0.00462311523733661,
,,,0.14875,-0.00832160742720589,-0.00462311523733661,
,,,0.1490625,-0.00832160742720589,-0.00416080371360295,
,,,0.149375,-0.00832160742720589,-0.00462311523733661,
,,,0.1496875,-0.00878391895093955,-0.00462311523733661,
,,,0.15,-0.00878391895093955,-0.00369849218986928,
,,,0.1503125,-0.00878391895093955,-0.00369849218986928,
,,,0.150625,-0.00878391895093955,-0.00369849218986928,
,,,0.1509375,-0.00878391895093955,-0.00369849218986928,
,,,0.15125,-0.00878391895093955,-0.00323618066613562,
,,,0.1515625,-0.00878391895093955,-0.00416080371360295,
,,,0.151875,-0.00878391895093955,-0.00323618066613562,
,,,0.1521875,-0.00924623047467321,-0.00369849218986928,
,,,0.1525,-0.00878391895093955,-0.00277386914240196,
,,,0.1528125,-0.00878391895093955,-0.00554773828480393,
,,,0.153125,-0.00878391895093955,-0.00601004980853759,
,,,0.1534375,-0.00878391895093955,-0.00554773828480393,
,,,0.15375,-0.00878391895093955,-0.00369849218986928,
,,,0.1540625,-0.00924623047467321,-0.00462311523733661,
,,,0.154375,-0.00878391895093955,-0.00369849218986928,
,,,0.1546875,-0.00878391895093955,-0.0023115576186683,
,,,0.155,-0.00878391895093955,-0.00184924609493464,
,,,0.1553125,-0.00878391895093955,-0.000924623047467321,
,,,0.155625,-0.00878391895093955,0.000462311523733661,
,,,0.1559375,-0.00924623047467321,0.000924623047467321,
,,,0.15625,-0.00878391895093955,0.00184924609493464,
,,,0.1565625,-0.00924623047467321,0.00323618066613562,
,,,0.156875,-0.00878391895093955,0.00323618066613562,
,,,0.1571875,-0.00878391895093955,0.00277386914240196,
,,,0.1575,-0.00878391895093955,0.00277386914240196,
,,,0.1578125,-0.00878391895093955,0.00369849218986928,
,,,0.158125,-0.00878391895093955,0.00508542676107027,
,,,0.1584375,-0.00832160742720589,0.00554773828480393,
,,,0.15875,-0.00832160742720589,0.00693467285600491,
,,,0.1590625,-0.00878391895093955,0.00785929590347223,
,,,0.159375,-0.00832160742720589,0.00832160742720589,
,,,0.1596875,-0.00878391895093955,0.00924623047467321,
,,,0.16,-0.00878391895093955,0.0101708535221405,
,,,0.1603125,-0.00878391895093955,0.0101708535221405,
,,,0.160625,-0.00878391895093955,0.0115577880933415,
,,,0.1609375,-0.00878391895093955,0.0110954765696079,
,,,0.16125,-0.00878391895093955,0.0124824111408088,
,,,0.1615625,-0.00832160742720589,0.0129447226645425,
,,,0.161875,-0.00878391895093955,0.0147939687594771,
,,,0.1621875,-0.00878391895093955,0.0152562802832108,
,,,0.1625,-0.00878391895093955,0.0161809033306781,
,,,0.1628125,-0.00878391895093955,0.0184924609493464,
,,,0.163125,-0.00878391895093955,0.0208040185680147,
,,,0.1634375,-0.00832160742720589,0.0221909531392157,
,,,0.16375,-0.00878391895093955,0.0226532646629494,
,,,0.1640625,-0.00878391895093955,0.023115576186683,
,,,0.164375,-0.00878391895093955,0.025889445329085,
,,,0.1646875,-0.00878391895093955,0.0263517568528187,
,,,0.165,-0.00878391895093955,0.0263517568528187,
,,,0.1653125,-0.00878391895093955,0.0282010029477533,
,,,0.165625,-0.00924623047467321,0.0282010029477533,
,,,0.1659375,-0.00878391895093955,0.0300502490426879,
,,,0.16625,-0.00924623047467321,0.0309748720901553,
